OBJECTID,DATA_DATE,ROUTE_COMM,HTRIS_ID,ROUTE_ALIA,START_LABE,END_LABEL,ADT,ADT_QUALIT,PERCENT_4_,PERCENT_BU,PERCENT_TR,PERCENT__1,PERCENT__2,PERCENT__3,CLASS_QUAL,K_FACTOR,K_FACTOR_Q,DIRECTION_,AAWDT,AAWDT_QUAL,LOC_COMP_D,ROUTE_FROM,FROM_JURIS,ROUTE_TO_M,TO_JURISDI,PEAK_SINGL,PEAK_COMBI,DATA_CUSTO,METADATA_U,ROUTE_NAME,EVENT_SOUR,EVENT_LOCA,EVENT_COMP,MAXIMUMSCA,ROUTE_CO_1,DATA_YEARO,Shape_STLength__,Shape_Length
6989,2012,VA-101E,  SR00101,VA 101 Hershberger Rd,SR 117 Peters Creek Rd,SR 116 Cove Rd,8900,F,98.871,0.224,0.437,0.186,0.282,0,C,0.0918,F,0.5298,9600,F,Master Prime,1.212,City of Roanoke,1.34,City of Roanoke,0.03121,0.0101,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00101EB,666213,1,2,1600000,VA-101E - ADT 8900,2012,263.47228977,0.00235409325578585
6990,10-APR-08,SC-709E (Floyd County),  3100709,31-709 Woods Gap Rd,Blue Ridge Pkwy,Blue Ridge Pkwy,10,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.6,Floyd County,2.2,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00709EB,737669,1,1,48000,SC-709E (Floyd County) - ADT 10,2008,1231.42924619,0.00967708095660387
6991,16-AUG-11,SC-1520E (Franklin County),  3301520,33-1520 Windridge Pkwy,Roanoke County Line,33-1526 Vista Pkwy,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.31,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01520EB,787430,1,1,48000,SC-1520E (Franklin County) - ADT 80,2011,673.20891047,0.00520984930052565
6992,19-MAY-10,SC-1153E (Botetourt County),  1101153,11-1153 Tims Orchard Rd,Cul-de-Sac,11-1146 Yorktown Rd,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.38,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01153EB,786008,1,1,48000,SC-1153E (Botetourt County) - ADT 40,2010,817.56092593,0.00644893212104511
6993,28-AUG-09,SC-1799N (Roanoke County),  8001799,80-1799 Cavalier Dr,80-1795 Glouchester Court,80-1794 Chaucers Court,1600,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.53,Roanoke County,0.6,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01799NB,767004,1,1,24000,SC-1799N (Roanoke County) - ADT 1600,2009,153.84862416,0.0012109977794237
6994,31-MAY-07,SC-1585E (Bedford County),  0901585,09-1585 Chimney Sweep Court,09-758 Thomasson Mill Rd,Cul-de-Sac,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.15,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01585EB,706573,1,1,48000,SC-1585E (Bedford County) - ADT 80,2007,319.11237733,0.00281234650754486
6995,29-MAY-07,SC-1540E (Bedford County),  0901540,09-1540 Regency Dr,09-619 Turner Branch Rd,09-1541 Duma Circle,170,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.18,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01540EB,706515,1,1,48000,SC-1540E (Bedford County) - ADT 170,2007,379.73291586,0.00284621408359325
6996,05-MAR-10,SC-676N (Botetourt County),  1100676,11-676 Gravel Hill Rd,11-677 Roy Rd,US 220 Roanoke Rd,270,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.48,Botetourt County,3.56,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00676NB,707022,1,1,48000,SC-676N (Botetourt County) - ADT 270,2010,4004.42932104,0.0333622969729271
6997,12-JUL-07,SC-1034N (Bedford County),  0901034,09-1034 Citation Lane,09-1032 Saratoga Dr,09-1033 Chestnut Mountain Dr,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.23,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01034NB,706199,1,1,48000,SC-1034N (Bedford County) - ADT 40,2007,482.93790233,0.00364098405617281
6998,27-MAY-09,SC-1729E (Roanoke County),  8001729,80-1729 Pin Oak Dr,80-629 Green Ridge Rd,Dead End,490,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.38,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01729EB,766914,1,1,24000,SC-1729E (Roanoke County) - ADT 490,2009,683.25406444,0.00561657467818658
6999,12-DEC-07,SC-1053N (Montgomery County),  6001053,60-1053 Helm Dr,Dead End,US 11 Roanoke Rd,300,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.34,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC01053NB,754177,1,1,48000,SC-1053N (Montgomery County) - ADT 300,2007,645.36104442,0.0052423218347015
7000,2012,SC-653N (Floyd County),  3100653,31-653 Shawsville Pike,"31-808 N, Diamond Knob Rd",31-660 Goose Creek Run,280,G,95.752,2.124,0.531,1.416,0.177,0,F,0.1297,F,0.6316,290,G,Bidirectional,2.3,Floyd County,2.6,Floyd County,0,0.32425,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00653NB,405738,1,1,200000,SC-653N (Floyd County) - ADT 280,2012,479.13988715,0.00361100834049342
7001,13-APR-10,SC-779E (Botetourt County),  1100779,11-779 Catawba Rd,"11-600 S, Little Catawba Creek Rd","11-600 N, Haymakertown Rd",690,R,0,0,0,0,0,0,X,0.11689,X,0,0,X,Master Prime,4.62,Botetourt County,5.93,Botetourt County,0.00475,0.00042,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00779EB,707178,1,1,200000,SC-779E (Botetourt County) - ADT 690,2010,2792.42318854,0.0220539114058487
7002,04-SEP-09,SC-1660E (Roanoke County),  8001660,80-1660 Vauxhall Rd,80-1359 Kentland Dr,"80-1371 E, Hyde Park Dr",320,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.36,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01660EB,766810,1,1,24000,SC-1660E (Roanoke County) - ADT 320,2009,734.27823062,0.00648798868753172
7003,25-AUG-11,SC-1339N (Franklin County),  3301339,33-1339 Leeward Dr,Cul-de-Sac,33-654 Windlass Rd,90,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.24,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01339NB,739059,1,1,48000,SC-1339N (Franklin County) - ADT 90,2011,549.16800134,0.00451178529723361
7004,2012,VA-311N,  SR00311,VA 311 Thompson Memorial Dr,Rose Ln,NCL Salem,11000,F,98.25,0.267,0.606,0.319,0.554,0.004,F,0.1072,F,0.5448,12000,F,Master Prime,1.11,City of Salem,1.66,City of Salem,0.05682,0.04074,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00311NB,686152,1,1,400000,VA-311N - ADT 11000,2012,1126.50895389,0.00826616053123936
7005,06-JUN-07,SC-836N (Bedford County),  0900836,09-836 Tuck Rd,09-835 Skyway Lane,09-654 Radford Church Rd,320,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,1.4,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00836NB,706091,1,1,48000,SC-836N (Bedford County) - ADT 320,2007,2740.25702493,0.0216594135774586
7006,13-JUN-05,SC-811N (Floyd County),  3100811,31-811 Hillcrest Dr,US 221 Floyd Hwy North,Dead End,60,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Floyd County,0.2,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00811NB,737847,1,1,48000,SC-811N (Floyd County) - ADT 60,2005,366.60090429,0.00292260164848054
7007,29-MAY-09,SC-1508N (Roanoke County),  8001508,80-1508 Bauman Dr,80-1579 North Garden Lane,80-1506 Eveningwood Lane,60,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.09,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01508NB,766572,1,1,24000,SC-1508N (Roanoke County) - ADT 60,2009,211.33159392,0.00160553327101294
7008,2012,UR-3154E (Town of Blacksburg), 15003154,150-3154 Glade Rd,Boxwood Dr,Oriole Dr,1600,G,98.816,0.479,0.394,0.226,0.056,0.028,C,0.1004,F,0.5872,1700,G,Bidirectional,1.55,Town of Blacksburg,2.01,Town of Blacksburg,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA150UR03154EB,607211,1,1,200000,UR-3154E (Town of Blacksburg) - ADT 1600,2012,931.13731507,0.00831182405399654
7009,25-AUG-11,SC-1347E (Franklin County),  3301347,33-1347 Gangplank Dr,33-1366 Clipper Circle,33-1367 Freeboard Dr,240,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.57,Franklin County,0.77,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01347EB,739077,1,1,48000,SC-1347E (Franklin County) - ADT 240,2011,213.36216701,0.00188721770162181
7010,31-AUG-10,SC-9047N (Bedford County),  0909047,09-9047 Little Patriot Dr,"US 460, W Lynchburg Salem Tpke",Montvale School,730,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.1,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC09047NB,706639,1,1,48000,SC-9047N (Bedford County) - ADT 730,2010,208.38843932,0.00152860145275881
7011,02-JUN-10,SC-824N (Bedford County),  0900824,09-824 Sourwood Lane,09-643 Otterville Rd,Dead End,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.3,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00824NB,706079,1,1,48000,SC-824N (Bedford County) - ADT 70,2010,548.52614456,0.00421836253677931
7012,2012,US-220S,  US00220S,US 220 Franklin Rd,SCL Roanoke,"BUS US 220; SR 419 Electric Rd",35000,F,86.963,0.769,0.735,0.937,9.884,0.718,F,0.0874,F,0.5738,36000,F,Master Non-Prime,58.17,Roanoke County,59.81,Roanoke County,0.1512,0.4772,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00220SB,20405,1,2,1600000,US-220S - ADT 35000,2012,3577.35524928,0.0277657883582659
7013,22-JUN-10,SC-1422N (Bedford County),  0901422,09-1422 English Lane,09-1421 Forest Dale Dr,09-1420 Simsbury Lane,240,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.06,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01422NB,706374,1,1,24000,SC-1422N (Bedford County) - ADT 240,2010,137.19218228,0.00109717257549305
7014,2012,UR-3501N (Town of Christiansburg), 15403501,154-3501 S Franklin St,ECL Christiansburg,Alleghany St,5400,G,0,0,0,0,0,0,X,0.0871,X,0.6011,5800,G,Bidirectional,0,Town of Christiansburg,1.21,Town of Christiansburg,0.01394,0.06881,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA154UR03501NB,618400,1,1,200000,UR-3501N (Town of Christiansburg) - ADT 5400,2012,2404.57932681,0.0193358655851802
7015,01-AUG-05,SC-1047N (Franklin County),  3301047,33-1047 Pinedale Dr,"33-1045 W, Crest View Rd","33-1045 E, Crest View Rd",20,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.06,Franklin County,0.22,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01047NB,738886,1,1,48000,SC-1047N (Franklin County) - ADT 20,2005,310.94481922,0.00242311413191976
7016,2012,SC-714E (Bedford County),  0900714,09-714 Falling Creek Rd,09-723 Skinnell Mill Rd,09-784 Nicopolis Rd,1100,G,95.679,0.353,0.838,1.544,1.61,0.022,F,0.1091,F,0.6388,1100,G,Bidirectional,2.07,Bedford County,3.24,Bedford County,0.09819,0.14729,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00714EB,403421,1,1,200000,SC-714E (Bedford County) - ADT 1100,2012,2365.26094114,0.0203426634638064
7017,25-MAY-10,SC-617N (Bedford County),  0900617,09-617 Pike Rd,09-829 Pollard Rd,09-696 Crouch Rd,440,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.8,Bedford County,2.1,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00617NB,705662,1,1,48000,SC-617N (Bedford County) - ADT 440,2010,2455.49125837,0.0195357311487547
7018,19-MAY-10,SC-719N (Botetourt County),  1100719,11-719 Mt Beulah Rd,Dead End,11-718 Fieldale Rd,20,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.15,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00719NB,707097,1,1,48000,SC-719N (Botetourt County) - ADT 20,2010,330.22522452,0.00249019031574431
7019,24-JUL-08,SC-1705N (Alleghany County),  0301705,03-1705 Tenth St,US 220 Botetourt County Line,03-1706 Commerce Ave,750,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Alleghany County,0.05,Alleghany County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA003SC01705NB,702699,1,1,48000,SC-1705N (Alleghany County) - ADT 750,2008,0.561502,4.69252313103348e-06
7020,2012,US-11S,  US00011S,"US 11, US 460 West Main St",80-647 Dow Hollow Rd,80-643 Daugherty Rd,10000,G,95.758,0.545,0.597,1.519,1.529,0.052,F,0.1117,X,0.9634,11000,G,Master Non-Prime,135.87,Roanoke County,137.79,Roanoke County,0.25133,0.1642,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00011SB,666207,1,3,400000,US-11S - ADT 10000,2012,3921.72394037,0.0336412566625209
7021,09-JUL-08,SC-1131E (Franklin County),  3301131,33-1131 Limerick Lane,Dead End,33-662 Old Salem School Rd,46,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.34,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01131EB,792384,1,1,48000,SC-1131E (Franklin County) - ADT 46,2008,696.50752199,0.00575684528556927
7022,08-NOV-06,SC-669E (Roanoke County),  8000669,80-669 Patterson Dr,60-637,Roanoke County Line,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.5,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00669EB,765683,1,1,48000,SC-669E (Roanoke County) - ADT 40,2006,975.61936026,0.00760854075931143
7023,22-MAY-09,SC-1994E (Roanoke County),  8001994,80-1994 New Barrens Court,80-1832 Barrens Rd,Cul-de-Sac,270,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.11,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01994EB,795140,1,1,24000,SC-1994E (Roanoke County) - ADT 270,2009,200.46602363,0.00156610443050078
7024,07-OCT-09,SC-1612N (Roanoke County),  8001612,80-1612 View Ave,Dead End,80-682 Garst Mill Rd,110,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.14,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01612NB,766732,1,1,24000,SC-1612N (Roanoke County) - ADT 110,2009,229.10835568,0.00189246657002243
7025,2012,SC-694N (Roanoke County),  8000694,80-694 Twelve OClock Knob Rd,80-746 Wade Rd,80-736 Mowles Rd,230,F,95.87,2.065,1.032,1.032,0,0,F,0.1369,F,0.8788,230,F,Bidirectional,3.34,Roanoke County,7.37,Roanoke County,0.60784,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00694NB,300841,1,1,200000,SC-694N (Roanoke County) - ADT 230,2012,7862.55203193,0.0614689096525655
7026,03-SEP-08,SC-820N (Patrick County),  7000820,70-820 White Falls Rd,Dead End,Franklin County Line,7,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Patrick County,0.55,Patrick County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA070SC00820NB,758592,1,1,48000,SC-820N (Patrick County) - ADT 7,2008,155.61610261,0.00116956705770011
7027,31-AUG-10,SC-9041E (Bedford County),  0909041,09-9041 Eagle Circle,US 501 Lee Jackson Hwy,Boonsboro School,280,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.1,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC09041EB,706633,1,1,48000,SC-9041E (Bedford County) - ADT 280,2010,139.93144886,0.00109138744629388
7028,02-APR-08,SC-663E (Floyd County),  3100663,31-663 Sowers Mill Dam Rd,0.01 ME 31-617,Dead End,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.01,Floyd County,1.8,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00663EB,737584,1,1,48000,SC-663E (Floyd County) - ADT 80,2008,3265.11382014,0.0278407597205379
7029,24-JUL-07,SC-793E (Bedford County),  0900793,09-793 Watson Rd,09-608 Altice Rd,09-806 Rucker Rd,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,2,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00793EB,706035,1,1,48000,SC-793E (Bedford County) - ADT 30,2007,3691.35583755,0.0308919524929678
7030,2012,SC-618E (Roanoke County),  8000618,80-618 Highland Rd,80-749 Eastland Rd,Blue Ridge Pkwy,210,F,96.31,1.165,1.359,0.971,0.194,0,F,0.14,F,0.7857,220,F,Bidirectional,1.08,Roanoke County,1.77,Roanoke County,1.8256,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00618EB,400556,1,1,200000,SC-618E (Roanoke County) - ADT 210,2012,1419.5003042,0.0116021658093854
7031,2012,SC-625N (Botetourt County),  1100625,11-625 Mt Joy Rd,"US 11 N, Main St",WCL Buchanan,440,G,95.482,2.973,0.772,0.695,0.078,0,F,0.1194,F,0.7547,460,G,Bidirectional,3.64,Botetourt County,3.89,Botetourt County,0.89192,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00625NB,403491,1,1,200000,SC-625N (Botetourt County) - ADT 440,2012,467.39289319,0.00346106033469789
7032,19-JUN-07,SC-1351E (Bedford County),  0901351,09-1351 Darby Lane,09-1350 Queen Anne Court,Cul-de-Sac,20,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.02,Bedford County,0.16,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01351EB,706348,1,1,48000,SC-1351E (Bedford County) - ADT 20,2007,270.95386392,0.00222190477493155
7033,08-JAN-08,SC-676N (Montgomery County),  6000676,60-676 Rosemary Rd,Dead End,60-674 Craigs Mountain Rd,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.9,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00676NB,753977,1,1,48000,SC-676N (Montgomery County) - ADT 100,2008,1668.7061025,0.0128178974026499
7034,2012,VA-24W,  SR00024W,VA 24 Bullitt Avenue,"SR 24 Par, 6th St","SR 24 P, 13th St",12000,F,97.701,0.423,0.76,0.291,0.825,0,C,0.1051,F,1,12000,F,Master Non-Prime,0.42,City of Roanoke,0.61,City of Roanoke,0.06306,0.06306,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00024WB,666507,1,2,400000,VA-24W - ADT 12000,2012,375.79412205,0.00316554645012095
7035,17-FEB-11,SC-643N (Montgomery County),  6000643,60-643 Yellow Sulphur Rd,60-642 Jennelle Rd,SCL Blacksburg,1400,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,3.74,Montgomery County,4.39,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00643NB,753927,1,1,48000,SC-643N (Montgomery County) - ADT 1400,2011,1202.19598463,0.0102132407117525
7036,13-NOV-06,SC-739E (Roanoke County),  8000739,80-739 Longview Rd,Cul-de-Sac,80-689 Roselawn Rd,320,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,1.25,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00739EB,765785,1,1,48000,SC-739E (Roanoke County) - ADT 320,2006,2435.73313554,0.019900553289966
7037,06-APR-05,SC-693N (Craig County),  2200693,22-693,22-654,22-673,60,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Craig County,0.08,Craig County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA022SC00693NB,719844,1,1,48000,SC-693N (Craig County) - ADT 60,2005,145.49075187,0.00118985707119746
7038,04-JUN-07,SC-1502E (Bedford County),  0901502,09-1502 Lake Pine Dr,09-1503 Tulip Tree Lane,09-655 Isle Of Pines Dr,320,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.06,Bedford County,0.2,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01502EB,706460,1,1,48000,SC-1502E (Bedford County) - ADT 320,2007,292.81103378,0.00260859601992821
7039,2012,SC-695N (Bedford County),  0900695,09-695 Goose Creek Valley Rd,"09-680 S, Murrells Gap Rd",Botetourt County Line,130,G,96.933,1.776,0.646,0.484,0.161,0,F,0.1385,F,0.5366,140,G,Bidirectional,6.06,Bedford County,10.01,Bedford County,0.98889,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00695NB,403417,1,1,200000,SC-695N (Bedford County) - ADT 130,2012,7709.52171783,0.0595712619601294
7040,01-MAY-07,SC-1316N (Botetourt County),  1101316,11-1316 16th St,11-1314 Albemarle Ave,11-1307 Boyd St,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.12,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01316NB,707453,1,1,48000,SC-1316N (Botetourt County) - ADT 80,2007,257.43985829,0.00213719470815716
7041,19-MAY-10,SC-855N (Botetourt County),  1100855,11-855 Cliffwood Dr,11-633 McKinney Hollow Rd,Dead End,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.07,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00855NB,707249,1,1,48000,SC-855N (Botetourt County) - ADT 70,2010,148.71539285,0.00112131798997826
7042,22-JUN-11,SC-949N (Franklin County),  3300949,33-949 Lakewood Forest Rd,33-616 Morewood Rd,33-947 Camp Rd,1400,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,2.33,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00949NB,738757,1,1,48000,SC-949N (Franklin County) - ADT 1400,2011,4607.78311431,0.0392599468648258
7043,14-OCT-09,SC-1737N (Roanoke County),  8001737,80-1737 Berry Hill Dr,80-1736 Crawford Dr,Cul-de-Sac,340,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.16,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01737NB,766925,1,1,24000,SC-1737N (Roanoke County) - ADT 340,2009,324.20949326,0.00269066301359698
7044,25-OCT-06,SC-646E (Roanoke County),  8000646,80-646 Barley Dr,80-612 Poor Mountain Rd,80-1154 Cunningham Dr,700,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.01,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00646EB,765642,1,1,24000,SC-646E (Roanoke County) - ADT 700,2006,7.96287377,7.14133671044235e-05
